RecordID,Name,NameAlphabetized,Name - HOO,OperationalStatus,PreliminaryOrganizationType,Description,URL,AlternateNames,Acronym,AlternateAcronyms,BudgetCode,OpenDatasetsURL,FoundingYear,PrincipalOfficerName,PrincipalOfficerTitle,PrincipalOfficerContactURL,Notes,InstanceOf,NYC.gov Agency Directory,Name - CPO,Name - Checkbook,Name - Greenbook,Name - NYC Open Data Portal,Name - NYC.gov Agency List,Name - NYC.gov Mayor's Office,Name - ODA,Name - Ops,Name - WeGov
FINAL_REC_000435,Tax Commission,Tax Commission,"Tax Commission, New York City (TC)",Active,Division,The Tax Commission is the City of New York's forum for independent administrative review of real property tax assessments set by the Department of Finance. The Tax Commission reviews and determines annual applications for correction of assessment filed by owners and other parties with sufficient legal interest in properties which they claim are incorrectly assessed or improperly denied an exemption from real property tax.,https://www.nyc.gov/site/taxcommission/index.page,,TC,,,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=New+York+City+Tax+Commission+%28TAXCOMM%29,1993.0,Frances Henn,President,https://www.nyc.gov/site/taxcommission/contact-us/contact-the-tax-commission.page,,,False,,,,New York City Tax Commission (TAXCOMM),"Tax Commission, New York City (TC)","Tax Commission, New York City (TC)",New York City Tax Commission (TAXCOMM),Tax Commission,New York City Tax Commission
FINAL_REC_000436,Taxi and Limousine Commission,Taxi and Limousine Commission,Taxi and Limousine Commission (TLC),Active,Mayoral Agency,"The TLC was created in 1971, and is the agency responsible for the regulation and licensing of 200,000 yellow medallion taxicabs and for-hire vehicles, their drivers & their supporting businesses.",https://www.nyc.gov/site/tlc/index.page,,TLC,,156.0,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Taxi+and+Limousine+Commission+%28TLC%29&,1971.0,David Do,Commissioner,https://www.nyc.gov/nyc-resources/mail/tlc-email-the-commissioner.page,,,True,Taxi and Limousine Commission,NYC Taxi and Limousine Commission,Taxi & Limousine Commission,Taxi and Limousine Commission (TLC),Taxi and Limousine Commission (TLC),Taxi and Limousine Commission (TLC),Taxi and Limousine Commission (TLC),Taxi & Limousine Commission,Taxi & Limousine Commission
FINAL_REC_000437,Teachers' Retirement System of City of New York,Teacher's Retirement System,Teachers' Retirement System of the City of New York,Active,Fiduciary Fund,"The Teachers’ Retirement System of the City of New York (TRSNYC) is a public pension fund that provides New York City educators with retirement, disability, and death benefits. TRSNYC was established on August 1, 1917 and is currently the second-largest New York City pension system. We are also one of the largest pension plan sponsors in the United States, with more than $72 billion in assets as of June 30, 2018 and over 200,000 active and inactive members, retirees and beneficiaries.",https://www.trsnyc.org,,TRS,,,,1917.0,Patricia Reilly,Executive Director,https://www.trsnyc.org/memberportal/Resources/ResContactUs,,,True,Teacher's Retirement System,,Teachers' Retirement System,,Teachers' Retirement System of the City of New York,Teachers' Retirement System of the City of New York,Teacher's Retirement System of the City of New York (TRS),Teachers' Retirement System of City of New York,Teachers' Retirement System
FINAL_REC_000438,Teachers' Retirement System Pension Fund Board of Trustees,Teachers' Retirement System Pension Fund Board of Trustees,,Duplicate,"Advisory, Oversight, or Regulatory Body",,https://www.trsnyc.org/memberportal/login,,,,,,,Patricia Reilly,,,,,False,,,,,,,,Teachers' Retirement System Pension Fund Board of Trustees,
FINAL_REC_000439,Temporary Commercial Incentive Area Boundary Commission,"Commercial Incentive Area Boundary, Temporary Commission",,Active,"Advisory, Oversight, or Regulatory Body",,,,ICAP,,,,,,,,,,False,,,,,,,,Temporary Commercial Incentive Area Boundary Commission (ICAP),
FINAL_REC_000440,Temporary Task Force on Post-Incarceration Reentry for Older Adults,"Post-Incarceration Reentry for Older Adults, Temporary Task Force on",,Dissolved,"Advisory, Oversight, or Regulatory Body",,,,,,,,,,,,,,False,,,,,,,,Temporary Task Force on Post-Incarceration Reentry for Older Adults,
FINAL_REC_000441,Temporary Task Force to Review Tax Lien Sales,"Review Tax Lien Sales, Temporary Task Force to",,Dissolved,"Advisory, Oversight, or Regulatory Body",,https://www1.nyc.gov/site/finance/taxes/property-lien-sales.page,,,,,,,,,,,,False,,,,,,,,Temporary Task Force to Review Tax Lien Sales,
FINAL_REC_000442,Theater Subdistrict Council Local Development Corporation,Theater Subdistrict Council Local Development Corporation,,Active,Authority or Public Benefit Corporation,,,,,,,,,,,,,,False,,,,,,,,Theater Subdistrict Council Local Development Corporation,
FINAL_REC_000443,Three Quarter Housing Task Force,Three Quarter Housing Task Force,,Active,"Advisory, Oversight, or Regulatory Body",,https://www1.nyc.gov/content/tenantprotection/pages/tqh-task-force,,,,,,,,,,,,True,,,,,,,,Three Quarter Housing Task Force,
FINAL_REC_000444,Times Square Alliance,Times Square Alliance,,Active,Non-Governmental Organization,,https://www.timessquarenyc.org/,,TSA,,,,1992.0,,,,,,False,,,,,,,Times Square Alliance (TSA),,
FINAL_REC_000445,Tobacco Settlement Asset Securitization Corporation,Tobacco Settlement Asset Securitization Corporation,,Active,Authority or Public Benefit Corporation,,https://www1.nyc.gov/site/tsasc/about/about.page,,,,,,,,,,,,True,,,,,,,,Tobacco Settlement Asset Securitization Corporation,
FINAL_REC_000446,Traffic Mobility Review Board,Traffic Mobility Review Board,,Active,"Advisory, Oversight, or Regulatory Body",,,,,,,,,,,,,,False,,,,,,,,Traffic Mobility Review Board (aka Congestion Pricing),
FINAL_REC_000447,Transportation of Students in Temporary Housing Task Force,Transportation of Students in Temporary Housing Task Force,,Active,"Advisory, Oversight, or Regulatory Body",,,,,,,,,,,,,,False,,,,,,,,Transportation of Students in Temporary Housing Task Force,
FINAL_REC_000448,Trust for Cultural Resources,"Cultural Resources, Trust for",,Active,Non-Governmental Organization,,https://www.tcrnyc.org/,,,,,,,,,,,,False,,,,,,,,Trust for Cultural Resources,
FINAL_REC_000449,Trust for Governors Island,"Governors Island, Trust for","Governors Island, Trust for",Active,Non-Governmental Organization,"The Trust for Gov­er­nors Island is the 501(c)(3) non-prof­it orga­ni­za­tion cre­at­ed by the City of New York respon­si­ble for the plan­ning, oper­a­tions and ongo­ing devel­op­ment of Gov­er­nors Island. The Trust’s mis­sion is to real­ize the full poten­tial of Gov­er­nors Island for the inspi­ra­tion and enjoy­ment of all New York­ers, demon­strat­ing a bold vision for pub­lic space.",https://www.govisland.com/about/the-trust-for-governors-island,,,,,,2003.0,Clare Newman,President and CEO,https://www.govisland.com/about,,,False,,,"Governors Island, Trust for",,"Governors Island, Trust for","Governors Island, Trust for",,Trust for Governors Island,
FINAL_REC_000450,"TSASC, Inc.","TSASC, Inc.","TSASC, Inc",Active,Authority or Public Benefit Corporation,"TSASC, Inc. is a local development corporation created as a financing entity whose purpose is to issue and sell bonds and notes to fund a portion of the capital program of the City of New York. TSASC issued debt secured by tobacco settlement revenues.",https://www.nyc.gov/site/tsasc/index.page,,,,,,2007.0,David Womack,President,https://www.nyc.gov/site/tsasc/contact/contact.page,,,True,,,,,"TSASC, Inc.","TSASC, Inc.",,,
FINAL_REC_000451,Union Square Partnership,Union Square Partnership,,Active,Non-Governmental Organization,,https://www.unionsquarenyc.org/,,,,,,1980.0,,,,,,False,,,,,,,Union Square Partnership,,
FINAL_REC_000452,United Nations Development Corporation,United Nations Development Corporation,,Active,Authority or Public Benefit Corporation,,https://undc.org/,,,,,,1968.0,,,,,,True,,,United Nations Development Corporation,,,,,United Nations Development Corporation,
FINAL_REC_000453,Unity Project,Unity Project,,Active,Division,,https://www.nyc.gov/content/unityproject/pages/,,UP,,,,2017.0,,,,,,False,,,,,,,Unity Project (UP),The Unity Project,Unity Project
FINAL_REC_000454,Urban Agricultural Advisory Board,Urban Agricultural Advisory Board,,Active,"Advisory, Oversight, or Regulatory Body",,,,,,,,,,,,,,False,,,,,,,,Urban Agricultural Advisory Board,
FINAL_REC_000455,Vehicle Removal Task Force,Vehicle Removal Task Force,,Dissolved,"Advisory, Oversight, or Regulatory Body",,,,,,,,,,,,,,False,,,,,,,,Vehicle Removal Task Force,
FINAL_REC_000456,Veterans Advisory Board,Veterans Advisory Board,,Active,"Advisory, Oversight, or Regulatory Body",,https://www1.nyc.gov/site/veterans/community/veterans-advisory-board.page,,,,,,,,,,,,True,,,,,,,,Veterans Advisory Board,
FINAL_REC_000457,The Village Alliance,The Village Alliance,,Active,Non-Governmental Organization,,https://greenwichvillage.nyc/,,,,,,1993.0,,,,,,False,,,,,,,The Village Alliance,,
FINAL_REC_000458,Voter Assistance Advisory Committee,Voter Assistance Advisory Committee,,Active,"Advisory, Oversight, or Regulatory Body",,https://nyccfb.info/about/vaac,,,,,,2010.0,,,,,,True,,,,,,,,Voter Assistance Advisory Committee,
FINAL_REC_000459,Water Board,New York City Water Board,Water Board (NYWB),Active,Authority or Public Benefit Corporation,"

The New York City Water Board’s mission is to establish rates for and distribute the collected revenues of the Water and Sewer System (the ""System"") of the City of New York, proactively considering the optimal level to achieve efficient financing of the System’s infrastructure and sustainable provision of high-quality service at a fair price to our customers.",https://www.nyc.gov/site/nycwaterboard/index.page,,NYWB,,,,1905.0,"Alfonso L. Carney, Jr.",Chair,https://www.nyc.gov/site/nycwaterboard/contact/contact.page,,,True,,,,,Water Board (NYWB),Water Board (NYWB),New York City Water Board (NYWB),Water Board,New York City Water Board
FINAL_REC_000460,Waterfront Management Advisory Board,Waterfront Management Advisory Board,,Active,"Advisory, Oversight, or Regulatory Body",,https://www1.nyc.gov/site/planning/about/wmab/wmab.page,,,,,,,,,,,,True,,,,,,,,Waterfront Management Advisory Board,
FINAL_REC_000461,Workforce Development Board,Workforce Development Board,,Active,"Advisory, Oversight, or Regulatory Body",,https://www1.nyc.gov/site/wkdev/workforce-board/about-the-board.page,,,,,,,,,,,,True,,,,,,,,Workforce Development Board,
FINAL_REC_000462,Workforce Development Council,Workforce Development Council,,Active,"Advisory, Oversight, or Regulatory Body",,,,,,,,,,,,,,False,,,,,,,,Workforce Development Council,
FINAL_REC_000463,Workplace Health and Safety Guidance Review Board,Workplace Health and Safety Guidance Review Board,,Dissolved,"Advisory, Oversight, or Regulatory Body",,,,,,,,,,,,,,False,,,,,,,,Workplace Health and Safety Guidance Review Board,
FINAL_REC_000464,National September 11 Memorial and Museum,National September 11 Memorial and Museum,,Active,Authority or Public Benefit Corporation,,,World Trade Center Memorial Foundation; 9/11 Memorial & Museum,,,,,,,,,,,False,,,,,,,,World Trade Center Captive Insurance Company,
FINAL_REC_000465,Perelman Performing Arts Center,Perelman Performing Arts Center,,Active,Non-Governmental Organization,,https://pacnyc.org/,World Trade Center Performing Arts Center; PAC NYC,,,,,,,,,,,False,,,,,,,,World Trade Center Memorial Foundation,
FINAL_REC_000466,World Trade Center Performing Arts Center,World Trade Center Performing Arts Center,,Active,Non-Governmental Organization,,,,,,,,,,,,,,False,,,,,,,,World Trade Center Performing Arts Center,
FINAL_REC_000467,Young Future Leaders Advisory Board,Young Future Leaders Advisory Board,,Duplicate,"Advisory, Oversight, or Regulatory Body",,,,,,,,,,,,,,False,,,,,,,,Young Future Leaders Advisory Board,
FINAL_REC_000468,Young Men's Initiative,Young Men's Initiative,NYC Young Men's Initiative,Active,Mayoral Office,"The NYC Young Men’s Initiative (YMI) is a cross-agency enterprise that is culmination of 18 months of work, begun when New York City committed to finding new ways to tackle the crisis affecting its young Black and Latino men. The City pledged to invest a combination of public and private funds to support new programs and policies designed to address disparities between young Black and Latino men and their peers across numerous outcomes related to education, health, employment and the criminal justice system.",https://www.nyc.gov/site/ymi/index.page,,YMI,,,,2011.0,Nathifa Forde,Executive Director,https://www.nyc.gov/site/ymi/contact/contact.page,,,True,,,,,NYC Young Men’s Initiative,NYC Young Men’s Initiative,Young Men's Initiative (YMI),Young Men's Initiative,Young Men’s Initiative
FINAL_REC_000469,National September 11 Memorial & Museum,National September 11 Memorial & Museum,,Duplicate,"Advisory, Oversight, or Regulatory Body",,,World Trade Center Memorial Foundation; 9/11 Memorial & Museum; World Trade Center Memorial Foundation; 9/11 Memorial & Museum; World Trade Center Memorial Foundation; 9/11 Memorial & Museum; World Trade Center Memorial Foundation; 9/11 Memorial & Museum; World Trade Center Memorial Foundation; 9/11 Memorial & Museum; World Trade Center Memorial Foundation; 9/11 Memorial & Museum; World Trade Center Memorial Foundation; 9/11 Memorial & Museum; World Trade Center Memorial Foundation; 9/11 Memorial & Museum; World Trade Center Memorial Foundation; 9/11 Memorial & Museum; World Trade Center Memorial Foundation; 9/11 Memorial & Museum; World Trade Center Memorial Foundation; 9/11 Memorial & Museum; World Trade Center Memorial Foundation; 9/11 Memorial & Museum; World Trade Center Memorial Foundation; 9/11 Memorial & Museum; World Trade Center Memorial Foundation; 9/11 Memorial & Museum; World Trade Center Memorial Foundation; 9/11 Memorial & Museum; World Trade Center Memorial Foundation; 9/11 Memorial & Museum; World Trade Center Memorial Foundation; 9/11 Memorial & Museum; World Trade Center Memorial Foundation; 9/11 Memorial & Museum; World Trade Center Memorial Foundation; 9/11 Memorial & Museum; World Trade Center Memorial Foundation; 9/11 Memorial & Museum,,,,,,,,,,,False,,,,,,,,Young Men's Initiative Advisory Board,
FINAL_REC_000470,Perelman Performing Arts Center,Perelman Performing Arts Center,,Duplicate,"Advisory, Oversight, or Regulatory Body",,https://pacnyc.org/,World Trade Center Performing Arts Center; PAC NYC; World Trade Center Performing Arts Center; PAC NYC; World Trade Center Performing Arts Center; PAC NYC; World Trade Center Performing Arts Center; PAC NYC; World Trade Center Performing Arts Center; PAC NYC; World Trade Center Performing Arts Center; PAC NYC; World Trade Center Performing Arts Center; PAC NYC; World Trade Center Performing Arts Center; PAC NYC; World Trade Center Performing Arts Center; PAC NYC; World Trade Center Performing Arts Center; PAC NYC; World Trade Center Performing Arts Center; PAC NYC; World Trade Center Performing Arts Center; PAC NYC; World Trade Center Performing Arts Center; PAC NYC; World Trade Center Performing Arts Center; PAC NYC; World Trade Center Performing Arts Center; PAC NYC; World Trade Center Performing Arts Center; PAC NYC; World Trade Center Performing Arts Center; PAC NYC; World Trade Center Performing Arts Center; PAC NYC; World Trade Center Performing Arts Center; PAC NYC; World Trade Center Performing Arts Center; PAC NYC,,,,,1947.0,,,,,,False,,,,,,,,Youth Board (DYCD),
